SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
172.17.0.2,162.159.152.4,58164,443,2024-04-01 18:37:29,0.263884,4145,15707.659426111471,0,0.0,377608.69387755095,614.4987338290869,592.1428571428571,74.0,66,2.529587915897824,0.8562147131928761,1.0377541946450202,0.0071927384893469,0.0848100140864682,0.0647737142857142,0.023221,0.0,1.4698516938111503,0.7637507785303999,1.3093276342371631,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
162.159.152.4,172.17.0.2,443,58166,2024-04-01 18:37:29,0.173007,1692,9779.951100244498,0,0.0,18442.26530612245,135.80230228579504,120.85714285714286,66.0,66,1.2118456447453234,0.4039485482484411,1.1236597115845923,0.0025098654850663,0.0500985577144325,0.0667770714285714,0.0790055,0.0,-0.7322623122884298,1.3329140493266958,0.7502359214422993,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,162.159.152.4,58166,443,2024-04-01 18:37:29,0.162049,35363,218224.11739658992,0,0.0,10339553.785123968,3215.517654301398,3214.818181818182,2675.0,66,0.5036372738579747,0.9792570031783242,1.000217577618284,0.0017007542895371,0.0412402023459777,0.058444909090909,0.068089,0.0,-0.7015550623285083,1.4171828886918478,0.7056252287402828,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
8.8.4.4,172.17.0.2,443,46106,2024-04-01 18:37:29,0.26082,1532,5873.782685376888,0,0.0,23190.56198347107,152.28447715860955,139.27272727272728,66.0,66,1.443470706401898,0.481156902133966,1.0934264025748728,0.0073217671421487,0.0855673252015555,0.0839078181818181,0.048262,0.0,1.2497463756587135,0.9806058327074224,1.0197777400926025,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,8.8.4.4,46106,443,2024-04-01 18:37:29,0.24893,6427,25818.503193668905,0,0.0,1026915.484375,1013.368385324409,803.375,83.5,66,2.13113516394992,0.7276475274723955,1.261388996825155,0.0052175651979375,0.0722327155652997,0.06400225,0.041964,0.0,0.9153020135347256,0.8860562627212973,1.1285965034869831,-1,-1,-1,,-1,,-0.0,1.0,DoH
140.82.114.3,172.17.0.2,443,53622,2024-04-01 18:37:29,0.262482,1524,5806.112419137312,0,0.0,21247.83333333333,145.76636557633358,127.0,66.0,66,1.2554336473743544,0.4184778824581181,1.1477666580813668,0.0087936443570208,0.093774433386829,0.09997775,0.0510485,0.0,1.565328039834543,1.066151469959639,0.937953028417113,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,140.82.114.3,53622,443,2024-04-01 18:37:29,0.241971,4321,17857.511850593666,0,0.0,844788.359375,919.1236910095398,540.125,145.0,145,1.2896795193017137,0.4298931731005712,1.70168700024909,0.0082951326892343,0.0910776190358222,0.086656375,0.050589,0.0,1.18802101049043,0.951456306361244,1.0510204129335237,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
140.82.114.3,172.17.0.2,443,53624,2024-04-01 18:37:29,0.182115,2510,13782.500068637948,0,0.0,10321.36899862826,101.59413860370222,92.96296296296296,66.0,66,0.7961964144843017,0.2653988048281006,1.0928453156573543,0.0019796007563319,0.0444927045293041,0.073060037037037,0.070384,0.0,0.1804365726031235,1.6420677908873271,0.6089882558743985,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,140.82.114.3,53624,443,2024-04-01 18:37:29,0.167148,52179,312172.44597602123,0,0.0,1612728.4544,1269.932460566309,2087.16,2914.0,2914,-1.9532692304706083,-0.6510897434902028,0.608449980148292,0.0012923192738624,0.0359488424551111,0.05875724,0.05548,0.0,0.2734919771694108,1.6344682050157648,0.6118197936988041,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
8.8.8.8,172.17.0.2,443,57720,2024-04-01 18:37:30,0.1304,1533,11756.134969325152,0,0.0,23213.86776859504,152.36097849710416,139.36363636363637,66.0,66,1.444535938676006,0.4815119795586687,1.093262076626318,0.0017511421902314,0.041846650884287,0.0577766363636363,0.044766,0.0,0.9327367487266492,1.3806752784923777,0.7242832660058531,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,8.8.8.8,57720,443,2024-04-01 18:37:30,0.118224,6591,55750.10150223305,0,0.0,1057393.859375,1028.296581427265,823.875,83.5,66,2.1600042634753307,0.7370198575862981,1.248122083358841,0.00108247008225,0.0329009130914325,0.0448045,0.0382455,0.0,0.5980685078653303,1.3618011109748531,0.734321621520887,-1,-1,-1,,-1,,-0.0,1.0,DoH
104.16.249.249,172.17.0.2,443,50260,2024-04-01 18:37:30,0.105091,1424,13550.161288787813,0,0.0,27537.061728395063,165.94294720895812,158.22222222222223,66.0,66,1.667239682794614,0.555746560931538,1.04879671691055,0.0013770945769876,0.0371092249580566,0.0445168888888888,0.029815,0.0,1.1885364546556245,1.199617856185487,0.8335987955195776,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,104.16.249.249,50260,443,2024-04-01 18:37:30,0.095174,4893,51411.09967007796,0,0.0,1492407.25,1221.6412116493125,815.5,70.0,66,1.830733916532292,0.6135189226205915,1.498027236847716,0.0009003506068055,0.0300058428777722,0.0322561666666666,0.0245985,0.0,0.7656175530072497,1.0749961865114417,0.9302358580872572,-1,-1,-1,,-1,,-0.0,1.0,DoH
23.203.120.212,172.17.0.2,443,44884,2024-04-01 18:37:30,0.13192,2133,16168.890236506972,0,0.0,13096.43537414966,114.43965822279294,101.57142857142856,66.0,66,0.9324939218756896,0.3108313072918965,1.1266914311667378,0.0012980977241541,0.0360291232776235,0.0417998095238095,0.043465,0.0,-0.1386537049507948,1.160167268065886,0.8619446760182257,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,23.203.120.212,44884,443,2024-04-01 18:37:30,0.129071,46461,359964.67060765,0,0.0,5258967.26869806,2293.243831060722,2445.315789473684,1514.0,1514,1.218338551957963,0.4061128506526543,0.9378109121661982,0.001134933925252,0.0336887804061244,0.0399341052631578,0.040643,0.0,-0.0631273731161752,1.1853829311048028,0.8436092453836654,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.16.248.249,172.17.0.2,443,48360,2024-04-01 18:37:30,0.098381,1494,15185.859058151473,0,0.0,25663.840000000004,160.19937577905853,149.4,66.0,66,1.561803838393648,0.5206012794645494,1.0722849784408202,0.00112532615545,0.0335458813485351,0.0409685,0.0280845,0.0,1.1522129825242404,1.2212676594883665,0.8188213224437109,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,104.16.248.249,48360,443,2024-04-01 18:37:30,0.088689,4854,54730.575381388895,0,0.0,564827.387755102,751.5499901903412,693.4285714285714,74.0,66,2.472604269231746,0.8348460909029696,1.0838174559811264,0.0006847423164897,0.0261675814031368,0.0286587142857142,0.018043,0.0,1.2170457164728685,1.0951992025628614,0.9130759022284832,-1,-1,-1,,-1,,-0.0,1.0,DoH
104.16.249.249,172.17.0.2,443,50266,2024-04-01 18:37:30,0.129926,1492,11483.459815587334,0,0.0,25605.96,160.01862391609296,149.2,66.0,66,1.5598184379518203,0.5199394793172736,1.072510884156119,0.00192576098376,0.0438834932948597,0.0484848,0.029757,0.0,1.280285496473477,1.1048527899596186,0.9050979543044364,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,104.16.249.249,50266,443,2024-04-01 18:37:30,0.119138,4768,40020.81619634374,0,0.0,554884.4081632653,744.905637086514,681.1428571428571,74.0,66,2.445180276192525,0.825799707394903,1.093611463843456,0.0013117275281224,0.0362177791715953,0.0335731428571428,0.018631,0.0,1.2376912554203408,0.9269796112588082,1.0787723784367085,-1,-1,-1,,-1,,-0.0,1.0,DoH
8.8.4.4,172.17.0.2,443,46122,2024-04-01 18:37:30,0.254787,1601,6283.680093568353,0,0.0,21735.74305555556,147.43046854553356,133.41666666666666,66.0,66,1.371833122388372,0.4572777074627907,1.1050378654256108,0.00666026511025,0.0816104473106844,0.0773695,0.0430135,0.0,1.2629265418387965,0.9480342597003604,1.0548142008244132,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,8.8.4.4,46122,443,2024-04-01 18:37:30,0.243178,6661,27391.45810887498,0,0.0,561879.4320987654,749.586173897815,740.1111111111111,93.0,66,2.589873454093324,0.8993110259835277,1.0128022166461996,0.004607338952,0.0678773817409009,0.0580973333333333,0.030914,0.0,1.2014311381557057,0.855915944947616,1.1683390242965999,-1,-1,-1,,-1,,-0.0,1.0,DoH
18.172.134.39,172.17.0.2,443,34696,2024-04-01 18:37:30,0.441108,2352,5332.02753067276,0,0.0,11621.416666666666,107.80267467306489,98.0,66.0,66,0.8905159384137817,0.2968386461379272,1.1000272925822947,0.0104068386393263,0.1020139139496489,0.1027675833333333,0.0870115,0.0,0.4633510093861332,1.0073879077324326,0.9926662731647607,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,18.172.134.39,34696,443,2024-04-01 18:37:30,0.418462,61777,147628.69746834837,0,0.0,3168408.5399305555,1780.0023988552812,2574.0416666666665,2922.0,4350,-0.5864458388771364,-0.9977280561393916,0.6915204294887539,0.0056128781461597,0.0749191440565074,0.0733564166666666,0.06554,0.0,0.3129940991092141,0.9791411473059256,1.0213032132818305,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
162.159.153.4,172.17.0.2,443,53826,2024-04-01 18:37:30,0.370041,1366,3691.482835685775,0,0.0,26157.950617283943,161.73419742677785,151.77777777777777,66.0,66,1.5910879543569394,0.5303626514523132,1.0655986653301617,0.0180734291671111,0.1344374544801823,0.1241016666666666,0.054024,0.0,1.563797833073303,0.92311824220802,1.0832848429125237,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,162.159.153.4,53826,443,2024-04-01 18:37:30,0.338732,4078,12039.016095320194,0,0.0,946427.2222222224,972.8449117008436,679.6666666666666,70.0,66,1.8800530053678584,0.6307959874033583,1.4313559269752485,0.0137583370575555,0.1172959379414119,0.0828496666666666,0.0281205,0.0,1.399771406252874,0.7063302286567605,1.4157683749451244,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
162.159.153.4,172.17.0.2,443,53828,2024-04-01 18:37:30,0.271822,1758,6467.467681055985,0,0.0,17400.02666666667,131.90916066242963,117.2,66.0,66,1.16443770264811,0.3881459008827033,1.1255047838091266,0.0071923996339733,0.0848080163308477,0.1259824,0.171411,0.0,-1.6069919554341463,1.4855010817435623,0.6731735252769253,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,162.159.153.4,53828,443,2024-04-01 18:37:30,0.256866,35705,139002.4370683547,0,0.0,5667408.229591837,2380.6318971214,2550.3571428571427,1726.5,66,1.0381997450172744,1.043570467933814,0.9334504007757906,0.0048128134755357,0.0693744439655966,0.1266705,0.1564955,0.0,-1.2897400668806993,1.8258957154714908,0.547676404258266,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
18.172.134.93,172.17.0.2,443,54734,2024-04-01 18:37:30,0.494017,1956,3959.3779161445855,0,0.0,15040.111111111108,122.63813073881674,108.66666666666669,66.0,66,1.0437210615400072,0.3479070205133358,1.1285717552651846,0.0203789342344444,0.142754804593206,0.086936,0.0461355,0.0,0.857424731509354,0.6089882596087237,1.6420677808181428,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,18.172.134.93,54734,443,2024-04-01 18:37:30,0.48283,61293,126945.301658969,0,0.0,11992269.896193773,3462.9856910177627,3605.470588235294,1494.0,66,1.8291764188157,1.022086402902535,0.9604809153949384,0.0114334892958961,0.1069274955093225,0.0576945294117647,0.035056,0.0,0.6351555127312679,0.5395668264458188,1.8533385504574125,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
23.61.13.27,172.17.0.2,443,59666,2024-04-01 18:37:30,0.481999,2842,5896.277793107455,0,0.0,8822.15234375,93.92631337250494,88.8125,66.0,66,0.728629683660444,0.242876561220148,1.057579883152765,0.0329727407184218,0.1815839770420889,0.260680625,0.390291,0.0,-2.141329490265949,1.435592662118957,0.6965764219803022,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,23.61.13.27,59666,443,2024-04-01 18:37:30,0.479151,118796,247930.19319588187,0,0.0,19082140.999183677,4368.311000739723,3394.1714285714284,1514.0,1514,1.291234594963392,0.430411531654464,1.287003645121808,0.0279655752430726,0.1672291100349238,0.2721203142857142,0.386965,0.0,-2.060251693445629,1.6272305355741306,0.6145410733993958,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.16.248.249,172.17.0.2,443,48376,2024-04-01 18:37:31,0.587389,1494,2543.4592748587393,0,0.0,25663.840000000004,160.19937577905853,149.4,66.0,66,1.561803838393648,0.5206012794645494,1.0722849784408202,0.04880023452161,0.2209077511578305,0.1429537,0.034751,0.0,1.469428294383746,0.6471194389999686,1.545309783222334,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,104.16.248.249,48376,443,2024-04-01 18:37:31,0.576824,4854,8415.045143752686,0,0.0,564827.387755102,751.5499901903412,693.4285714285714,74.0,66,2.472604269231746,0.8348460909029696,1.0838174559811264,0.0376001443193469,0.1939075664313977,0.1026322857142857,0.02357,0.0,1.223195471471048,0.5292845844187097,1.8893427646268153,-1,-1,-1,,-1,,-0.0,1.0,DoH
104.244.42.1,172.17.0.2,443,47780,2024-04-01 18:37:31,0.676334,1541,2278.4600508033013,0,0.0,21292.909722222223,145.92090228004426,128.41666666666666,66.0,66,1.283229455644668,0.427743151881556,1.1363081293708834,0.0531294829278055,0.2304983360629867,0.2689098333333333,0.1651505,0.0,1.3504566033610723,1.1666454427673187,0.8571584504954388,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,104.244.42.1,47780,443,2024-04-01 18:37:31,0.598564,5028,8400.104249503811,0,0.0,322981.3333333333,568.3144669400325,558.6666666666666,90.0,66,2.473982419575391,0.8668909473998168,1.0172693322315618,0.0456199820545432,0.2135883471880973,0.2085358888888888,0.087094,0.0,1.7057375622923003,0.976344878521116,1.0242282435226315,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.244.42.1,172.17.0.2,443,47782,2024-04-01 18:37:31,0.428786,1669,3892.3845461372334,0,0.0,18663.73979591837,136.6152985427268,119.21428571428572,66.0,66,1.168557686040765,0.389519228680255,1.1459641579377924,0.0149509065562448,0.1222738997343459,0.2136944285714285,0.1672225,0.0,1.1401925187401596,1.7476700181780749,0.5721903961266601,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,104.244.42.1,47782,443,2024-04-01 18:37:31,0.349861,11501,32873.0552991045,0,0.0,1033457.909722222,1016.5913189292056,958.4166666666666,492.0,66,1.3764134848936695,0.8778519450733314,1.0606987068211868,0.010052859629743,0.1002639498012274,0.1608344166666666,0.166674,0.0,-0.1747263102513993,1.6041101211903157,0.623398597633658,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
8.8.8.8,172.17.0.2,443,57748,2024-04-01 18:37:31,0.548212,1599,2916.754832072264,0,0.0,21690.52083333333,147.27702072398577,133.25,66.0,66,1.3698674715731989,0.4566224905243996,1.1052684482100246,0.0351250921843541,0.1874168940740246,0.12833725,0.044233,0.0,1.34626470706714,0.6847688445274857,1.4603468133688748,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,8.8.8.8,57748,443,2024-04-01 18:37:31,0.535253,6569,12272.700947028789,0,0.0,544218.7654320986,737.7118444434104,729.8888888888889,93.0,66,2.589990497045941,0.8999298220428879,1.0107180088279333,0.024983494155358,0.1580616783263989,0.0919574444444444,0.030753,0.0,1.1616562298811601,0.5817820322934404,1.7188567960029708,-1,-1,-1,,-1,,-0.0,1.0,DoH
162.159.138.60,172.17.0.2,443,36790,2024-04-01 18:37:32,0.659652,1497,2269.378399519747,0,0.0,22478.991735537184,149.92995609796324,136.0909090909091,66.0,66,1.4024730797315546,0.4674910265771849,1.1016897241667305,0.0563490965190578,0.2373796463875069,0.1545591818181818,0.035877,0.0,1.4999034284233552,0.6511054514163103,1.5358495276375903,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,162.159.138.60,36790,443,2024-04-01 18:37:32,0.64755,7032,10859.393097058142,0,0.0,1115140.4444444445,1056.0021043750075,781.3333333333334,93.0,66,1.9554885273852416,0.6773976399949523,1.3515385294901974,0.0367240531868395,0.1916352086304588,0.1159267777777777,0.035968,0.0,1.2517341413805672,0.6049346495681074,1.6530711221682364,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
162.159.128.61,172.17.0.2,443,44948,2024-04-01 18:37:32,0.540927,2735,5056.135116198674,0,0.0,15585.078402366866,124.84021147998294,105.1923076923077,66.0,66,0.9418193199374348,0.3139397733124783,1.1867808038316476,0.0197841889298831,0.1406562793830518,0.2541630384615384,0.2946315,0.0,-0.8631351913181144,1.8069796782365584,0.5534096548201946,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,162.159.128.61,44948,443,2024-04-01 18:37:32,0.529086,71700,135516.7212891666,0,0.0,3936172.133333333,1983.97886413473,2390.0,1514.0,1457,1.3246108854824652,0.4702671066039345,0.8301166795542804,0.0108245850120622,0.1040412659095525,0.2603600666666666,0.283176,0.0,-0.6578908801388917,2.5024692307474288,0.3996053129098108,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
8.8.4.4,172.17.0.2,443,46146,2024-04-01 18:37:32,0.361769,1604,4433.76850973964,0,0.0,21804.722222222223,147.66422119871226,133.66666666666666,66.0,66,1.37474059966647,0.45824686655549,1.1047198593419871,0.0126595603955763,0.1125147119072718,0.1610790833333333,0.149422,0.0,0.3108149095099784,1.4316268566379604,0.6985060355380626,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,8.8.4.4,46146,443,2024-04-01 18:37:32,0.349949,6716,19191.36788503468,0,0.0,513453.70247933886,716.5568382754706,610.5454545454545,74.0,66,2.2463484788035206,0.7599473279133112,1.1736338923511282,0.0108680122229752,0.1042497588629115,0.1643154545454545,0.149757,0.0,0.4189493013005118,1.5761710754796985,0.634448896796089,-1,-1,-1,,-1,,-0.0,1.0,DoH
34.149.46.130,172.17.0.2,443,51944,2024-04-01 18:37:32,0.210828,2094,9932.267061301156,0,0.0,13618.01,116.69622958776344,104.7,66.0,66,0.9948907553408568,0.3316302517802855,1.1145771689375688,0.0031282724634475,0.0559309615816454,0.08557495,0.102337,0.0,-0.8990753703848731,1.5300103481160718,0.6535903507001225,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,34.149.46.130,51944,443,2024-04-01 18:37:32,0.1972,33810,171450.30425963487,0,0.0,1215512.459833795,1102.5028162475571,1779.4736842105262,1466.0,2866,0.8529874380116009,-0.9855088801383196,0.6195668000208101,0.0019930653751634,0.0446437607641138,0.0762326842105263,0.088726,0.0,-0.8395338279509071,1.707577563039999,0.5856249353731849,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
52.84.150.36,172.17.0.2,443,55638,2024-04-01 18:37:32,0.210649,1480,7025.905653480434,0,0.0,22453.702479338845,149.8455954619249,134.54545454545453,66.0,66,1.372321708906118,0.4574405696353726,1.1137172635683608,0.0046586779342314,0.0682545085267735,0.0635243636363636,0.039706,0.0,1.0468918823298228,0.9306984257522788,1.0744619012240244,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,52.84.150.36,55638,443,2024-04-01 18:37:32,0.199328,7867,39467.611173543104,0,0.0,932224.5432098766,965.5177591374882,874.1111111111111,212.0,66,2.0572727063122644,0.8369717733964926,1.104570971429693,0.0030076909365432,0.0548424191346735,0.0477888888888888,0.028395,0.0,1.0608880422249989,0.8713855012765992,1.1475977033528533,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
52.84.125.3,172.17.0.2,443,46946,2024-04-01 18:37:32,0.832313,1548,1859.877233684924,0,0.0,20975.83333333333,144.83036053719306,129.0,66.0,66,1.304975001781232,0.4349916672604107,1.1227159731565353,0.0867037365946388,0.2944549822887004,0.1721678333333333,0.0344055,0.0,1.4035659943250336,0.5847000176228303,1.710278723892677,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,52.84.125.3,46946,443,2024-04-01 18:37:32,0.820259,11869,14469.81989834918,0,0.0,2992916.49,1730.004765889389,1186.9,143.0,66,1.810226226972273,0.6479172902299778,1.4575825814216774,0.05609111876344,0.2368356365993935,0.1159644,0.02806,0.0,1.113486145018242,0.4896408398038225,2.04231330131828,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
23.206.214.42,172.17.0.2,443,48196,2024-04-01 18:37:33,0.926188,2530,2731.6268403391105,0,0.0,10415.097393689988,102.0543844902804,93.70370370370372,66.0,66,0.8143806023250924,0.2714602007750308,1.0891179372480515,0.1099359808692043,0.3315659525180539,0.3966544074074074,0.558559,0.0,-1.4649084868004667,1.1963062081466564,0.8359063868348737,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,23.206.214.42,48196,443,2024-04-01 18:37:33,0.922534,124904,135392.29990439376,0,0.0,32932592.0,5738.692534018529,3903.25,1390.0,190,1.3138445656924362,0.6470550526950414,1.4702344287500235,0.0934376489672148,0.3056757251847369,0.4476256875,0.555095,0.0,-1.0547384399109572,1.4643808801941165,0.6828824478146978,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
8.8.8.8,172.17.0.2,443,57764,2024-04-01 18:37:33,0.249213,1599,6416.198191908127,0,0.0,21690.52083333333,147.27702072398577,133.25,66.0,66,1.3698674715731989,0.4566224905243996,1.1052684482100246,0.0064529300629166,0.0803301317247561,0.0829205,0.046099,0.0,1.3751315680459304,1.0322465333944622,0.9687608218083116,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,8.8.8.8,57764,443,2024-04-01 18:37:33,0.236384,6534,27641.46473534588,0,0.0,537945.5555555555,733.4477183518642,726.0,93.0,66,2.5891416013499327,0.8998596402795974,1.0102585652229534,0.0044373969838765,0.0666137897426391,0.0644138888888888,0.032703,0.0,1.4281227210493423,0.9669752935203122,1.0341525855944675,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.64.154.38,172.17.0.2,443,49358,2024-04-01 18:37:33,0.771888,1434,1857.7824762141656,0,0.0,24240.640000000007,155.69405897464426,143.4,66.0,66,1.491386386411926,0.497128795470642,1.0857326288329443,0.08791211289544,0.2964997687949182,0.1811326,0.021919,0.0,1.6109314416712837,0.6109030058815494,1.6369210666380225,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,172.64.154.38,49358,443,2024-04-01 18:37:33,0.768925,4692,6102.025555158175,0,0.0,979169.918367347,989.5301503073804,670.2857142857143,74.0,66,1.807784373524612,0.610679436193029,1.4762811279095616,0.067121454706204,0.2590780861173018,0.1377792857142857,0.021815,0.0,1.3428108195354775,0.5318060194867422,1.8803848835053087,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.18.33.218,172.17.0.2,443,47160,2024-04-01 18:37:33,0.690742,2257,3267.500745575048,0,0.0,17003.927499999998,130.39910850922254,112.85,66.0,66,1.0778447920911938,0.3592815973637312,1.1555082721242582,0.0386688501779475,0.1966439680690651,0.10251745,0.0459415,0.0,0.863122584774064,0.5213353402428998,1.918151183716188,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,104.18.33.218,47160,443,2024-04-01 18:37:33,0.687939,39078,56804.455046159615,0,0.0,2309925.09,1519.8437715765394,1953.9,1457.0,1457,0.9808244951740612,0.3269414983913536,0.7778513596276879,0.0202903167553875,0.1424440829076009,0.07022675,0.0432445,0.0,0.568270358078037,0.4930127567710475,2.0283450808644994,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
23.206.214.33,172.17.0.2,443,43432,2024-04-01 18:37:34,0.709563,2370,3340.083967174162,0,0.0,13297.47107438016,115.31466114237236,107.72727272727272,66.0,66,1.0855672378663406,0.3618557459554469,1.070431453642275,0.0927792721740351,0.3045969011234932,0.3285066818181818,0.3785905,0.0,-0.4932796558049611,1.0784964673195896,0.9272167599077272,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,23.206.214.33,43432,443,2024-04-01 18:37:34,0.706849,54953,77743.61992448175,0,0.0,9977230.208677689,3158.675388304041,2497.8636363636365,1398.0,66,1.0446122198275425,0.769899827430306,1.2645507714353883,0.0859020183885123,0.2930904611011972,0.3319388181818181,0.377121,0.0,-0.4624734116056558,1.132547326633082,0.8829653088077757,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
146.75.9.55,172.17.0.2,443,60520,2024-04-01 18:37:34,0.466563,2184,4681.039859568804,0,0.0,12512.289256198354,111.85834459797069,99.27272727272728,66.0,66,0.8923624086959061,0.2974541362319687,1.1267781964997046,0.0231336354455206,0.1520974537772432,0.0834994545454545,0.0282075,0.0,1.0905893525298571,0.5489865377216964,1.8215382915399296,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,146.75.9.55,60520,443,2024-04-01 18:37:34,0.463833,82825,178566.42369128545,0,0.0,16685309.992438562,4084.765598224525,3601.086956521739,2954.0,66,0.4752441291634949,0.865432023335266,1.1343146243183106,0.0221017813960831,0.1486666788358547,0.0803067826086956,0.02639,0.0,1.0880067348829263,0.5401801078597018,1.851234403951293,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
146.75.10.114,172.17.0.2,443,37916,2024-04-01 18:37:34,0.563929,3374,5983.022685479909,0,0.0,7170.727499999999,84.68014820487738,84.35,66.0,66,0.6500933355337376,0.2166977785112459,1.0039140273251617,0.0244209922881593,0.1562721737487495,0.335584875,0.38848,0.0,-1.0154422965609369,2.1474384527314814,0.4656710876756575,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,146.75.10.114,37916,443,2024-04-01 18:37:34,0.560599,350209,624705.0030413896,0,0.0,48764798.07086168,6983.179653342858,8338.309523809523,7370.5,66,0.4157745777081209,1.184604998648367,0.8374814623279243,0.0205114269956507,0.1432181098731958,0.3440866666666666,0.385151,0.0,-0.8601775299860757,2.402536012877968,0.416226851393629,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.16.249.249,172.17.0.2,443,50314,2024-04-01 18:37:35,0.120511,1493,12388.910555882863,0,0.0,25634.810000000005,160.10874429586912,149.3,66.0,66,1.5608141897497074,0.5202713965832357,1.07239614397769,0.00162377766036,0.0402961246320288,0.0470742,0.03104,0.0,1.193727695634689,1.1682066310313055,0.8560129462004414,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,104.16.249.249,50314,443,2024-04-01 18:37:35,0.110151,4842,43957.83969278536,0,0.0,563296.775510204,750.530995702512,691.7142857142857,74.0,66,2.469109027813406,0.8336954626752019,1.0850303531428305,0.0010808371787755,0.0328760882523379,0.0335842857142857,0.020312,0.0,1.21111906128387,1.021541415040381,0.97891283238915,-1,-1,-1,,-1,,-0.0,1.0,DoH
